object_type,name,country,province,district,municipality,post_code,nearest_address,state,accessibility,veracity_score,description,wikipedia,wikidata
K01.20.30 - Dwory inne,Dwór Steinbergów w Drozdowie,Polska,warmińsko-mazurskie,olecki,Kowale Oleckie,19-420,"warmińsko-mazurskie, olecki, Kowale Oleckie, Drozdowo 2",,,,,,
K01.20.20 - Dwory szlacheckie,Nidzica,Polska,warmińsko-mazurskie,nidzicki,Nidzica,13-100,"warmińsko-mazurskie, nidzicki, Nidzica, Nidzica, Władysława Jagiełły 8",,,,,,
K01.20.30 - Dwory inne,Dobki,Polska,warmińsko-mazurskie,olecki,Olecko,19-400,"warmińsko-mazurskie, olecki, Olecko, Giże 4",,,,,,
K01.20.30 - Dwory inne,Giżycko,Polska,warmińsko-mazurskie,giżycki,Giżycko,11-500,"warmińsko-mazurskie, giżycki, Giżycko, Giżycko, Łuczańska 1",,,,,,
K01.20.20 - Dwory szlacheckie,Górowo,Polska,warmińsko-mazurskie,olsztyński,Kolno,11-311,"warmińsko-mazurskie, olsztyński, Kolno, Górowo 8",,,,,,
K01.20.20 - Dwory szlacheckie,Lipina,Polska,warmińsko-mazurskie,bartoszycki,Bartoszyce,11-200,"warmińsko-mazurskie, bartoszycki, Bartoszyce, Lipina 2",,,,,,
K01.20.30 - Dwory inne,Dwór Sztynort Mały,Polska,warmińsko-mazurskie,węgorzewski,Węgorzewo,11-600,"warmińsko-mazurskie, węgorzewski, Węgorzewo, Sztynort Mały 5",,,,,,
K01.20.30 - Dwory inne,Klimki,Polska,warmińsko-mazurskie,węgorzewski,Węgorzewo,11-600,"warmińsko-mazurskie, węgorzewski, Węgorzewo, Klimki 13",,,,,,
K01.30.10 - Zamki,Zamek Krzyżacki w Olsztynku,Polska,warmińsko-mazurskie,olsztyński,Olsztynek,11-015,"warmińsko-mazurskie, olsztyński, Olsztynek, Olsztynek, Zamkowa 6a",excellent,partial,good,"Wznoszący się w centrum miasta zamek w Olsztynku (województwo warmińsko-mazurskie, powiat olsztyński) to cenny zabytek gotyckiej architektury obronnej państwa zakonnego. Ta dawna krzyżacka forteca, choć wielokrotnie przebudowywana, do dziś stanowi serce historycznego układu urbanistycznego miejscowości.

Budowę zamku rozpoczęto około 1351 roku z inicjatywy komtura ostródzkiego Güntera von Hohensteina, od którego imienia miasto zyskało swoją niemiecką nazwę Hohenstein. Warownia powstała na południowo-zachodnim skraju osady jako kluczowy punkt oporu zabezpieczający te tereny przed najazdami Litwinów oraz jako centrum administracji zakonnej. Po bitwie pod Grunwaldem w 1410 roku zamek został bez walki zajęty przez wojska polskie. Na mocy pokoju toruńskiego powrócił jednak w ręce Krzyżaków. Po sekularyzacji zakonu w 1525 roku obiekt stał się siedzibą książęcych starostów. W kolejnych stuleciach zamek zaczął tracić znaczenie militarne. W XIX wieku przeszedł gruntowną przebudowę na potrzeby pruskiego gimnazjum, co bezpowrotnie zatarło wiele surowych, średniowiecznych cech stylowych.

Pierwotna konstrukcja zamku reprezentowała typ mniejszej warowni krzyżackiej. Wzniesiony z czerwonej cegły na kamiennej podmurówce obiekt składał się z potężnego, głównego skrzydła mieszkalnego na planie prostokąta, które zamykało czworoboczny dziedziniec otoczony murami obronnymi. Całość założenia wzmacniała wysoka wieża oraz głęboka fosa, odcinająca twierdzę od reszty miasta.

Współcześnie zamek w Olsztynku jest w pełni odrestaurowany i zaadaptowany na cele edukacyjne – mieści się w nim Zespół Szkół im. Krzysztofa Celestyna Mrongowiusza. Z dawnej, średniowiecznej substancji do naszych czasów najlepiej zachowały się potężne, gotyckie piwnice z unikalnymi sklepieniami kolebkowymi oraz dolne partie murów obwodowych głównego skrzydła. Choć wnętrza służą uczniom, zabytek można swobodnie podziwiać z zewnątrz podczas spaceru po urokliwym otoczeniu dawnego podzamcza.",pl:Zamek w Olsztynku,Q9386696
K01.20.30 - Dwory inne,Sudwa,Polska,warmińsko-mazurskie,olsztyński,Olsztynek,11-015,"warmińsko-mazurskie, olsztyński, Olsztynek, Sudwa 9A",,,,,,
K01.20.20 - Dwory szlacheckie,Jarnołtowo,Polska,warmińsko-mazurskie,ostródzki,Małdyty,14-330,"warmińsko-mazurskie, ostródzki, Małdyty, Jarnołtowo 66",,,,,,
K01.20.30 - Dwory inne,Gościeradz,Polska,kujawsko-pomorskie,bydgoski,Koronowo,86-011,"kujawsko-pomorskie, bydgoski, Koronowo, Gościeradz, Wyczółkowo 8",,,,,,
K01.20.30 - Dwory inne,Gniewkowo II,Polska,kujawsko-pomorskie,inowrocławski,Gniewkowo,88-140,"kujawsko-pomorskie, inowrocławski, Gniewkowo, Gniewkowo, Spółdzielcza 6",excellent,limited,good,"Dwór w stylu podmiejskiej willi renesansowej. Budynek parterowy, wzniesiony na planie prostokąta, murowany z cegły i otynkowany, podpiwniczony. Nakryty czterospadowym dachem mieszczącym użytkowe poddasze z lukarnami. W fasadzie nieznaczny ryzalit z wejściem nad którym znajduje się balkon i dwukondygnacyjna facjatka, poprzedzony gankiem i wysokimi schodami.",,
K01.20.30 - Dwory inne,Osówiec,Polska,kujawsko-pomorskie,bydgoski,Sicienko,86-014,"kujawsko-pomorskie, bydgoski, Sicienko, Osówiec, Słoneczna 3",,,,,,
K01.20.30 - Dwory inne,Dwór w Chodeczku,Polska,kujawsko-pomorskie,włocławski,Chodecz,87-860,"kujawsko-pomorskie, włocławski, Chodecz, Chodeczek 20",,,,,,
K01.20.30 - Dwory inne,Kusowo,Polska,kujawsko-pomorskie,bydgoski,Dobrcz,86-022,"kujawsko-pomorskie, bydgoski, Dobrcz, Kusowo, Osiedlowa 11",,,,,,
K01.30.10 - Zamki,Zamek w Golubiu,Polska,kujawsko-pomorskie,golubsko-dobrzyński,Golub-Dobrzyń,87-400,"kujawsko-pomorskie, golubsko-dobrzyński, Golub-Dobrzyń, Golub-Dobrzyń, Zamkowa 21",excellent,full,good,Zamek położony nad rzeką Drwęcą zbudowany przez Krzyżaków. Kilkukrotnie zniszczony i przebudowany. Odbudowany po II wojnie światowej. Obecnie siedziba muzeum,pl:Zamek w Golubiu,Q2379846
K01.20.30 - Dwory inne,Latkowo,Polska,kujawsko-pomorskie,inowrocławski,Inowrocław,88-110,"kujawsko-pomorskie, inowrocławski, Inowrocław, Latkowo 17",,,,,,
K01.20.30 - Dwory inne,Dwór Biskupice,Polska,kujawsko-pomorskie,toruński,Łubianka,87-152,"kujawsko-pomorskie, toruński, Łubianka, Biskupice, Kościelna 5",,,,,,
K01.30.10 - Zamki,Ruiny zamku w Kowalewie Pomorskim,Polska,kujawsko-pomorskie,golubsko-dobrzyński,Kowalewo Pomorskie,87-410,"kujawsko-pomorskie, golubsko-dobrzyński, Kowalewo Pomorskie, Kowalewo Pomorskie, Strażacka 3",poor,partial,good,"Zamek w Kowalewie Pomorskim to cenne świadectwo architektury obronnej zakonu krzyżackiego. Pierwsza, jeszcze drewniana warownia powstała tu po 1231 roku, a w latach 1278–1410 obiekt pełnił prestiżową funkcję siedziby komtura. Rozwojowi osady sprzyjało dogodne położenie na przecięciu szlaków z Torunia do Brodnicy oraz z Chełmna na Mazowsze, co zaowocowało nadaniem praw miejskich w 1286 roku.

Budowę murowanego, ceglanego zamku konwentualnego na prostokątnym wzniesieniu rozpoczęto około 1280 roku. Warownia składała się prawdopodobnie z czterech skrzydeł otaczających wewnętrzny dziedziniec oraz dwóch rozległych przedzamczy otoczonych murami obronnymi. Całość tworzyła zintegrowany system obronny z murami miejskimi, nawodnioną fosą oraz naturalnymi przeszkodami w postaci bagien i jeziora, które obecnie jest osuszone. Po II pokoju toruńskim w 1466 roku zamek stał się siedzibą starostwa grodowego, funkcjonującego aż do I rozbioru Polski. Kres świetności budowli przyniosły zniszczenia z czasów wojen polsko-szwedzkich.

Obecnie zabytek pozostaje w formie szczątkowej ruiny. Najlepiej zachowanym i najbardziej charakterystycznym elementem naziemnym jest filar gdaniska (dawnej wieży latrynowej), wykonany w układzie gotyckim z ozdobnym użyciem zendrówki. Filar ten dekorowany jest blendami o wykrojach ostrołukowych i odcinkowych oraz tynkowanymi fryzami. Ponadto do dziś czytelne są cokoły dwóch baszt, fragmenty murów obwodowych przedzamcza oraz kamienne cembrowiny wzmacniające stoki wzgórza. Fundamenty zamku głównego i piwnice są obecnie w większości zasypane. Prowadzone w latach 2013–2015 badania archeologiczne pozwoliły na precyzyjne określenie pierwotnego planu i wielkości tej krzyżackiej warowni.",pl:Zamek w Kowalewie Pomorskim,Q9386659
K01.20.30 - Dwory inne,Dwór w Kuligach,Polska,kujawsko-pomorskie,brodnicki,Brzozie,87-313,"kujawsko-pomorskie, brodnicki, Brzozie, Kuligi 1",,,,,,
K01.20.30 - Dwory inne,Rydlewo,Polska,kujawsko-pomorskie,żniński,Żnin,88-400,"kujawsko-pomorskie, żniński, Żnin, Rydlewo 1",,,,,,
K01.20.30 - Dwory inne,Kotków,Polska,łódzkie,łęczycki,Grabów,99-150,"łódzkie, łęczycki, Grabów, Kotków 62",,,,,,
K01.20.30 - Dwory inne,Zakrzewo,Polska,wielkopolskie,rawicki,Miejska Górka,63-910,"wielkopolskie, rawicki, Miejska Górka, Zakrzewo 50",,,,,,
K01.20.30 - Dwory inne,Dwór w Strzyżewie,Polska,wielkopolskie,ostrowski,Sieroszewice,63-405,"wielkopolskie, ostrowski, Sieroszewice, Strzyżew, Kościelna 10",,,,,,
K01.20.30 - Dwory inne,Dwór w Wytomyślu,Polska,wielkopolskie,nowotomyski,Nowy Tomyśl,64-300,"wielkopolskie, nowotomyski, Nowy Tomyśl, Wytomyśl, Parkowa 4A",,,,,,
K01.20.30 - Dwory inne,Mełpin,Polska,wielkopolskie,śremski,Dolsk,63-140,"wielkopolskie, śremski, Dolsk, Mełpin 53",,,,,,
K01.20.30 - Dwory inne,Sławoszewek,Polska,wielkopolskie,koniński,Kleczew,62-540,"wielkopolskie, koniński, Kleczew, Sławoszewek, Pałacowa 1",,,,,,
K01.20.20 - Dwory szlacheckie,Prochy,Polska,wielkopolskie,grodziski,Wielichowo,64-050,"wielkopolskie, grodziski, Wielichowo, Prochy, Parkowa 4",bad,,,"Barokowy dwór z drugiej połowy XVIII wieku, wzniesiony dla rodziny Kierskich. Parterowy budynek z wysokim poddaszem, mansardowym dachem i ryzalitem. Obecnie w stanie zaawansowanej ruiny.",,
K01.20.30 - Dwory inne,Dwór w Srocku Wielkim,Polska,wielkopolskie,kościański,Czempiń,64-020,"wielkopolskie, kościański, Czempiń, Srocko Wielkie 10",,,,,,
K01.20.30 - Dwory inne,Sławoszew,Polska,wielkopolskie,jarociński,Kotlin,63-220,"wielkopolskie, jarociński, Kotlin, Parzew 7",,,,,,
K01.20.30 - Dwory inne,Strzydzew,Polska,wielkopolskie,pleszewski,Czermin,63-304,"wielkopolskie, pleszewski, Czermin, Strzydzew 2",,,,,,
K01.20.20 - Dwory szlacheckie,Panienka,Polska,wielkopolskie,jarociński,Jaraczewo,63-233,"wielkopolskie, jarociński, Jaraczewo, Panienka 1",,,,,,
K01.20.30 - Dwory inne,Dwór Pawłówek,Polska,wielkopolskie,kaliski,Blizanów,62-800,"wielkopolskie, kaliski, Blizanów, Pawłówek 35",,,,,,
K01.20.30 - Dwory inne,Różanna,Polska,wielkopolskie,słupecki,Orchowo,62-436,"wielkopolskie, słupecki, Orchowo, Różanna 22",,,,,,
K01.20.30 - Dwory inne,Rumin,Polska,wielkopolskie,koniński,Stare Miasto,62-500,"wielkopolskie, koniński, Stare Miasto, Rumin, Pałacowa 5",,,,,,
K01.20.30 - Dwory inne,Biskupice,Polska,wielkopolskie,koniński,Grodziec,62-580,"wielkopolskie, koniński, Grodziec, Biskupice 55",,,,,,
K01.20.30 - Dwory inne,Zaorle,Polska,wielkopolskie,rawicki,Pakosław,63-920,"wielkopolskie, rawicki, Pakosław, Zaorle 40",,,,,,
K01.20.30 - Dwory inne,Czeluścin,Polska,wielkopolskie,gnieźnieński,Czerniejewo,62-250,"wielkopolskie, gnieźnieński, Czerniejewo, Czeluścin 10",,,,,,
K01.20.30 - Dwory inne,Dwór Drożki ,Polska,wielkopolskie,kępiński,Rychtal,63-630,"wielkopolskie, kępiński, Rychtal, Ryniec 1A",,,,,,
K01.20.30 - Dwory inne,Dwór Zgorzelec,Polska,wielkopolskie,kępiński,Rychtal,63-630,"wielkopolskie, kępiński, Rychtal, Zgorzelec 16",,,,,,
K01.20.30 - Dwory inne,Starkówiec,Polska,wielkopolskie,krotoszyński,Kobylin,63-740,"wielkopolskie, krotoszyński, Kobylin, Starkówiec 14",,,,,,
K01.20.30 - Dwory inne,Karłowo,Polska,kujawsko-pomorskie,nakielski,Kcynia,89-240,"kujawsko-pomorskie, nakielski, Kcynia, Dobieszewo 44",,,,,,
K01.20.30 - Dwory inne,Czermin,Polska,wielkopolskie,pleszewski,Czermin,63-304,"wielkopolskie, pleszewski, Czermin, Czermin 1",,,,,,
K01.20.30 - Dwory inne,Łagiewniki Kościelne,Polska,wielkopolskie,gnieźnieński,Kiszkowo,62-280,"wielkopolskie, gnieźnieński, Kiszkowo, Łagiewniki Kościelne 41",,,,,,
K01.20.30 - Dwory inne,Karczewo,Polska,wielkopolskie,gnieźnieński,Kiszkowo,62-280,"wielkopolskie, gnieźnieński, Kiszkowo, Karczewo 15",,,,,,
K01.20.20 - Dwory szlacheckie,Przybyszów,Polska,lubuskie,wschowski,Sława,67-410,"lubuskie, wschowski, Sława, Przybyszów 26",,,,,,
K01.20.30 - Dwory inne,Gaj Mały - Dwór gen. Filipa N. Raczyńskiego,Polska,wielkopolskie,szamotulski,Obrzycko,64-520,"wielkopolskie, szamotulski, Obrzycko, Gaj Mały 11",,,,,,
K01.20.30 - Dwory inne,Dwór Ferdynandowo,Polska,wielkopolskie,pilski,Łobżenica,89-310,"wielkopolskie, pilski, Łobżenica, Ferdynandowo 11",,,,,,
K01.20.30 - Dwory inne,Chlewiska,Polska,wielkopolskie,szamotulski,Kaźmierz,64-530,"wielkopolskie, szamotulski, Kaźmierz, Chlewiska 1",,,,,,
K01.20.30 - Dwory inne,Komorowo,Polska,wielkopolskie,szamotulski,Kaźmierz,64-530,"wielkopolskie, szamotulski, Kaźmierz, Komorowo, Dworkowa 9",,,,,,
K01.20.20 - Dwory szlacheckie,Dwór rodziny Koczorowskich w Mikoszkach,Polska,wielkopolskie,kościański,Kościan,64-000,"wielkopolskie, kościański, Kościan, Mikoszki 1",,,,,,
K01.20.30 - Dwory inne,Dwór Mąkolno,Polska,wielkopolskie,koniński,Sompolno,62-610,"wielkopolskie, koniński, Sompolno, Mąkolno, Szkolna 25",,,,,,
K01.20.30 - Dwory inne,Dwór w Skłudzewie,Polska,kujawsko-pomorskie,toruński,Zławieś Wielka,87-134,"kujawsko-pomorskie, toruński, Zławieś Wielka, Skłudzewo 10",,,,,,
K01.20.30 - Dwory inne,Dwór w Brodni Dolnej,Polska,łódzkie,łaski,Buczek,98-113,"łódzkie, łaski, Buczek, Brodnia Dolna 24",,,,,,
K01.20.30 - Dwory inne,Opoczno- Starostowo,Polska,łódzkie,opoczyński,Opoczno,26-300,"łódzkie, opoczyński, Opoczno, Opoczno, Parkowa 7",,,,,,
K01.20.30 - Dwory inne,Dwór Górka Klonowska,Polska,łódzkie,sieradzki,Klonowa,98-273,"łódzkie, sieradzki, Klonowa, Górka Klonowska 1",,,,,,
K01.20.30 - Dwory inne,Masłowice,Polska,łódzkie,wieluński,Wieluń,98-300,"łódzkie, wieluński, Wieluń, Masłowice 144",,,,,,
K01.20.30 - Dwory inne,Dwór w Boguszycach,Polska,łódzkie,rawski,Rawa Mazowiecka,96-200,"łódzkie, rawski, Rawa Mazowiecka, Boguszyce 21",,,,,,
K01.30.10 - Zamki,Drzewica,Polska,łódzkie,opoczyński,Drzewica,26-340,"łódzkie, opoczyński, Drzewica, Drzewica, gen. Władysława Sikorskiego 1",good,partial,good,"Zamek w Drzewicy – Gotycko-Renesansowa Twierdza nad DrzewiczkąZamek w Drzewicy (województwo łódzkie, powiat opoczyński) to jedna z najlepiej zachowanych i najciekawszych rezydencji obronnych z przełomu średniowiecza i renesansu w Polsce. Ta monumentalna, regularna warownia, usytuowana nad brzegiem rzeki Drzewiczki, zachwyca surowością i czystością formy architektonicznej.Budowę zamku rozpoczął w latach 1527–1535 arcybiskup gnieźnieński Maciej Drzewicki, wybitny dyplomata i kanclerz wielki koronny. Obiekt wzniesiono w miejscu wcześniejszego, drewnianego dworu rodowego. Zamek przez stulecia należał do potężnych rodów szlacheckich – po Drzewickich właścicielami byli m.in. Sołtykowie i Szaniawscy. W drugiej połowie XVIII wieku Szaniawscy przekazali budowlę zakonowi bernardynek, które urządziły w niej klasztor. Kres świetności zamku przyniósł tragiczny pożar w 1814 roku. Od tamtego momentu budowla nie została już odbudowana i pozostała trwałą ruiną, dzięki czemu uniknęła późniejszych, neogotyckich zniekształceń.Konstrukcja zamku reprezentuje rzadki na ziemiach polskich typ regularnej, nizinnej warowni sprzężonej z systemem wodnym. Obiekt wzniesiono z miejscowego piaskowca i cegły na planie prostokąta o wymiarach około 37 na 43 metry. W każdym z czterech narożników umieszczono kwadratowe, wysunięte przed linię murów wieże obronne, które pełniły również funkcje mieszkalne i gospodarcze. Wjazd do zamku prowadził przez most zwodzony i okazałą wieżę bramną z systemem rygli. Całość założenia otaczała głęboka, nawodniona fosa oraz dodatkowy pas ziemnych wałów.Współcześnie zamek w Drzewicy znajduje się w rękach prywatnych. Choć wnętrza nie są stale otwarte dla ruchu turystycznego, obiekt stanowi potężną atrakcję. Do dziś w niemal pełnej wysokości przetrwały mury obwodowe, monumentalne wieże narożne oraz charakterystyczne, późnogotyckie detale kamieniarskie, w tym obramowania okien i renesansowe attyki, które tworzą wyjątkowo fotogeniczny widok.",pl:Zamek w Drzewicy,Q9386627
K01.20.30 - Dwory inne,Tomaszów Mazowiecki II,Polska,łódzkie,tomaszowski,Tomaszów Mazowiecki,97-200,"łódzkie, tomaszowski, Tomaszów Mazowiecki, Tomaszów Mazowiecki, Radomska 24",,,,,,
K01.20.30 - Dwory inne,Lubczyna,Polska,łódzkie,wieruszowski,Wieruszów,98-400,"łódzkie, wieruszowski, Wieruszów, Lubczyna, Osiedle 1",,,,,,
K01.20.30 - Dwory inne,Byszewy,Polska,łódzkie,łódzki wschodni,Nowosolna,92-701,"łódzkie, łódzki wschodni, Nowosolna, Byszewy 43",,,,,,
K01.20.30 - Dwory inne,Dwór w Bądkowie,Polska,łódzkie,zgierski,Zgierz,95-001,"łódzkie, zgierski, Zgierz, Bądków 38",,,,,,
K01.20.30 - Dwory inne,Dworek Modrzewiowy w Sieradzu,Polska,łódzkie,sieradzki,Sieradz,98-200,"łódzkie, sieradzki, Sieradz, Sieradz, Parkowa 1",,,,,,
K01.20.20 - Dwory szlacheckie,Bełchatów I,Polska,łódzkie,bełchatowski,Bełchatów,97-400,"łódzkie, bełchatowski, Bełchatów, Bełchatów, Rodziny Hellwigów 11",,,,,,
K01.20.10 - Pałace,Szczodre I,Polska,dolnośląskie,wrocławski,Długołęka,55-095,"dolnośląskie, wrocławski, Długołęka, Szczodre, Stawowa 5",,,,,,
K01.20.30 - Dwory inne,Dwór w Świątkowie,Polska,kujawsko-pomorskie,żniński,Janowiec Wielkopolski,88-430,"kujawsko-pomorskie, żniński, Janowiec Wielkopolski, Świątkowo 57",,,,,,
K01.20.30 - Dwory inne,Nieżywięć,Polska,kujawsko-pomorskie,brodnicki,Bobrowo,87-326,"kujawsko-pomorskie, brodnicki, Bobrowo, Nieżywięć 120",,,,,,
K01.20.30 - Dwory inne,Dwór Sartowice,Polska,kujawsko-pomorskie,świecki,Świecie,86-108,"kujawsko-pomorskie, świecki, Świecie, Sartowice 11",,,,,,
K01.20.30 - Dwory inne,Wistka Królewska,Polska,kujawsko-pomorskie,włocławski,Włocławek,87-815,"kujawsko-pomorskie, włocławski, Włocławek, Wistka Królewska 25",,,,,,
K01.20.30 - Dwory inne,Piecki,Polska,kujawsko-pomorskie,inowrocławski,Kruszwica,88-153,"kujawsko-pomorskie, inowrocławski, Kruszwica, Piecki 23",,,,,,
K01.20.30 - Dwory inne,Wichrowice,Polska,kujawsko-pomorskie,włocławski,Choceń,87-850,"kujawsko-pomorskie, włocławski, Choceń, Wichrowice 57a",,,,,,
K01.20.30 - Dwory inne,Dwór Pusta Dąbrówka,Polska,kujawsko-pomorskie,golubsko-dobrzyński,Golub-Dobrzyń,87-423,"kujawsko-pomorskie, golubsko-dobrzyński, Golub-Dobrzyń, Pusta Dąbrówka 33",,,,,,
K01.20.30 - Dwory inne,Owieczkowo,Polska,kujawsko-pomorskie,golubsko-dobrzyński,Golub-Dobrzyń,87-400,"kujawsko-pomorskie, golubsko-dobrzyński, Golub-Dobrzyń, Owieczkowo 1",,,,,,
K01.20.30 - Dwory inne,Dwór Dźwierzno,Polska,kujawsko-pomorskie,toruński,Chełmża,87-140,"kujawsko-pomorskie, toruński, Chełmża, Dźwierzno 4",,,,,,
K01.20.30 - Dwory inne,Wola Adamowa,Polska,kujawsko-pomorskie,włocławski,Chodecz,87-860,"kujawsko-pomorskie, włocławski, Chodecz, Wola Adamowa 6",,,,,,
K01.20.30 - Dwory inne,Czarne,Polska,kujawsko-pomorskie,lipnowski,Wielgie,87-603,"kujawsko-pomorskie, lipnowski, Wielgie, Czarne 7",,,,,,
K01.20.30 - Dwory inne,Dwór Sójkowo,Polska,kujawsko-pomorskie,inowrocławski,Inowrocław,88-110,"kujawsko-pomorskie, inowrocławski, Inowrocław, Sójkowo 1",,,,,,
K01.20.30 - Dwory inne,Wenecja,Polska,kujawsko-pomorskie,żniński,Żnin,88-400,"kujawsko-pomorskie, żniński, Żnin, Wenecja 4",,,,,,
