fid,@id,wkt,x_wgs84,y_wgs84,historic,name,building,addr:housenumber,addr:postcode,castle_type,source:addr,addr:city:simc,addr:place,addr:city,wikidata,source,addr:street,heritage,wikipedia,tourism,heritage:operator,ref:nid,building:levels,start_date,url,description,website,ruins,access,addr:street:sym_ul,image,source:geometry,source:building,name:de,wikimedia_commons,historic:civilization,phone,name:pl,type,alt_name,ref:ckkp,nid:inscription_date,email,name:en,old_name,amenity,roof:shape,addr:country,heritage:website,opening_hours,operator,roof:colour,ref:inspire,roof:levels,building:colour,building:fireproof,building:material,note,barrier,wheelchair,fee,check_date,wikipedia:pl,roof:material,height,mapillary,contact:phone,material,nid:website,addr:housename,building:architecture,name:ru,architect,building:levels:underground,contact:website,contact:email,name:uk,internet_access,layer,loc_name,name:fr,official_name,contact:facebook,name:cs,short_name,name:be,old_name:de,government,man_made,name:es,abandoned,office,social_facility,stars,alt_name:de,alt_name:pl,ele,fixme,name:hu,nid:ref,religion,source_ref,tower:type,building:use,denomination,heritage:since,museum,name:eo,name:zh,ref,toilets:wheelchair,admin_level,area,charge,cuisine,inscription,internet_access:fee,name:it,name:pt,roof:orientation,social_facility:for,year_of_construction
2570,way/889183215,POINT (22.815412011106957 50.9695137),22.815412011106957,50.9695137,manor,,yes,137,22-335,,EMUiA@iMPA (zolkiewka.e-mapa.net),,Dąbie,,,www.geoportal.gov.pl,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,way/889462760,POINT (17.71689767998639 51.7071765),17.71689767998639,51.7071765,castle,Pałac Karnkowskich w Przybysławicach,yes,88,63-440,palace,,,Przybysławice,Raszków,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,way/889541903,POINT (20.716596611926036 51.363546799999995),20.716596611926036,51.363546799999995,manor,,detached,,,,,,,,,www.geoportal.gov.pl,,,,,,,1,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,way/889584510,POINT (20.829256077191747 52.6601378),20.829256077191747,52.6601378,manor,,yes,50,,,swiercze.e-mapa.net,0128556,Kowalewice Włościańskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,way/890242047,POINT (20.32466703932039 51.6391153),20.32466703932039,51.6391153,castle,,yes,,,palace,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,way/890675869,POINT (17.92104407962044 54.7068912),17.92104407962044,54.7068912,castle,Pałac w Gardkowicach,yes,4,84-210,palace,choczewo.punktyadresowe.pl,,Gardkowice,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,way/892757285,POINT (20.314878553667263 52.067709),20.314878553667263,52.067709,manor,Dwór w Hipolitowie,house,15,96-315,,gugik.gov.pl,0739337,,Hipolitów,,,Wyrwidęba,,,,,,2,,,,,,,,,EGiB,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,way/892790250,POINT (17.36427080051893 52.2266966),17.36427080051893,52.2266966,manor,Dwór,detached,11,63-013,,EMUiA (emuia.gugik.gov.pl),,Chudzice,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,way/893124494,POINT (17.526261902708153 52.5297537),17.526261902708153,52.5297537,manor,Dwór Braciszewo,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,way/895506962,POINT (16.72550121482339 54.130350750000005),16.72550121482339,54.130350750000005,manor,Dwór Warblewo,detached,12,76-010,,polanow.e-mapa.net,0309306,Warblewo,,,www.geoportal.gov.pl,,,,guest_house,,,2,,,,,,,,,,,,,,+48 604 790 145,,,,,,kmazulis@tlen.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
2580,way/895582411,POINT (21.428253149999996 52.47224145),21.428253149999996,52.47224145,castle,Muzeum Cypriana Norwida,yes,,,stately,,,,,,,,2,,museum,nid,,2,,,,https://muzeumnorwida.com/,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-16:00,,,,,,,,,,,,2025-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,way/896021526,POINT (20.743820737226695 51.91533205),20.743820737226695,51.91533205,manor,,detached,29,05-652,,pniewygrojecki.e-mapa.net,0631700,Wola Pniewska,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,way/896485913,POINT (18.020845614110428 52.6282805),18.020845614110428,52.6282805,manor,Dwór,detached,,,,,,,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,way/896502010,POINT (21.172281749506 52.6678146),21.172281749506,52.6678146,manor,Dwór Modzelewskich z 1897r,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,way/896818989,POINT (18.832760012747514 54.09852875),18.832760012747514,54.09852875,manor,,yes,44,,,lichnowy.e-mapa.net,,,Lisewo Malborskie,,www.geoportal.gov.pl,10 Marca,2,,,nid,176/90 z 1991,2,late C19,,,,,,12248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,way/896824519,POINT (18.662054738292134 54.036060899999995),18.662054738292134,54.036060899999995,manor,Pałac,apartments,,,,,,,,,www.geoportal.gov.pl,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,way/896828800,POINT (19.2852560927736 53.88732985),19.2852560927736,53.88732985,castle,Dworek Zacisze,apartments,,,palace,,,,,,www.geoportal.gov.pl,,,,,,,2,,,W pałacu znajduje się Centrum Wsparcia Rodziny oferujące opiekę całodobową,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,way/897005045,POINT (18.924379149958014 53.0585218),18.924379149958014,53.0585218,manor,Dwór Biskupów Kujawskich w Ciechocinie,detached,180,87-408,,,,Ciechocin,,,www.geoportal.gov.pl,,,,,,,1,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,way/897097631,POINT (20.91927711865449 51.32893085),20.91927711865449,51.32893085,manor,Dawny Dwór Kunickich,detached,,,,,,,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,way/897729291,POINT (16.686265849816664 54.29725365),16.686265849816664,54.29725365,castle,,detached,,,manor,,,,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,way/897732152,POINT (16.689216086516517 54.327029100000004),16.689216086516517,54.327029100000004,castle,Pałac w Kwasowie,apartments,,,palace,,,,,,www.geoportal.gov.pl,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,way/899243537,POINT (16.602421304313506 54.2804863),16.602421304313506,54.2804863,castle,,yes,,,stately,,,,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,way/899436510,POINT (18.151882907311062 52.763499350000004),18.151882907311062,52.763499350000004,manor,Pałac Dembińskich,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,way/899619774,POINT (18.171070535793874 52.75187445),18.171070535793874,52.75187445,manor,Pałac Rutkowskich,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,way/900886789,POINT (14.788033835303231 52.948976),14.788033835303231,52.948976,castle,,yes,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,way/900932698,POINT (17.567412599468543 50.30507005),17.567412599468543,50.30507005,castle,,detached,3a,48-200,palace,prudnik.e-mapa.net,0965878,,Prudnik,Q86685300,www.geoportal.gov.pl,Księcia Józefa Poniatowskiego,,pl:Pałac Fipperów w Prudniku,,,,3,,,,,,,,,,,,"File:Prudnik Lipy, Pałacyk Fipperów.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,way/902410284,POINT (17.36423459365342 52.2600279),17.36423459365342,52.2600279,manor,Dwór,detached,2,63-000,,EMUiA (emuia.gugik.gov.pl),,Ulejno,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,way/902421473,POINT (17.313129933654867 52.26205685),17.313129933654867,52.26205685,manor,Pałac,yes,2,63-000,,EMUiA (emuia.gugik.gov.pl),,Dębicz,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,way/902694636,POINT (23.44138818961354 51.1124856),23.44138818961354,51.1124856,castle,Dworek Pan Tadeusz,yes,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,way/904499305,POINT (17.281481761613293 52.28119065),17.281481761613293,52.28119065,manor,Dwór Malczewskich,detached,1,63-011,,EMUiA (emuia.gugik.gov.pl),,Babin,,,www.geoportal.gov.pl,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,way/904549723,POINT (17.266523695789463 52.2579669),17.266523695789463,52.2579669,manor,Dwór,detached,6A,63-011,,gugik.gov.pl,0597251,Zielniki,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,way/904724931,POINT (18.610147898622195 53.7206562),18.610147898622195,53.7206562,manor,Zabytkowy Dwór z XIX w.,yes,,,,,,,,,www.geoportal.gov.pl,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,way/905417597,POINT (21.02925522208104 51.190889),21.02925522208104,51.190889,manor,Zabytkowy Dworek w Mirowie,detached,,,,,,,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,way/905683954,POINT (19.17449494516849 53.93225665),19.17449494516849,53.93225665,manor,Dwór,yes,,,,,,,,,,,2,,,nid,495/96,,1875..1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,way/905687539,POINT (19.15594528463034 53.86400425),19.15594528463034,53.86400425,manor,Zabytkowy dwór,yes,,,,,,,,,,,2,,,nid,182/90,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,way/905694433,POINT (19.119024898153597 53.9844643),19.119024898153597,53.9844643,manor,Dwór,yes,5,82-410,,EMUIA (emuia.gugik.gov.pl),,Grzymała,,,,,2,,,nid,54/79,,mid C19..1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,way/906328497,POINT (19.040810302129003 53.91505515),19.040810302129003,53.91505515,castle,,castle,16,82-400,,EMUIA (emuia.gugik.gov.pl),,,Sztum,,,Galla Anonima,,,,,,2,1866,,Dawny gmach sądu i prokuratury,,,no,,,,,,,modern,,,,,,,,,,,gabled,,,,,"#E96B39",,,,,brick,,,,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,way/906328501,POINT (19.039636527837857 53.91471775),19.039636527837857,53.91471775,castle,,castle,14,82-400,,EMUIA (emuia.gugik.gov.pl),,,Sztum,,,Galla Anonima,,,,,,2,1377,,Skrzydło południowe,,,,,,,,,,medieval,,,,,,,,,,,half-hipped,,,,,"#E96B39",,,,,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,along,,
2608,way/906330501,POINT (19.040339856045602 53.91481715),19.040339856045602,53.91481715,castle,,castle,,,,,,,,,,,,,,,,2,1377,,Relikt wschodniego skrzydła,,,no,,,,,,,medieval,,,,,,,,,,,gabled,,,,,"#E96B39",,,,,brick,,,,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,along,,
2609,way/907313445,POINT (17.943697800000002 54.76039885),17.943697800000002,54.76039885,manor,Dworek w Lublewie,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,way/908503079,POINT (19.203862234899066 52.058936900000006),19.203862234899066,52.058936900000006,castle,,,1,99-100,,,,,Łęczyca,Q4258675,,Zamkowa,,pl:Zamek Królewski w Łęczycy,,,,,,,Zamek królewski w Łęczycy wzniesiony w XIV w,http://www.zamek.leczyca.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,way/908672252,POINT (21.81730615568201 51.8845115),21.81730615568201,51.8845115,manor,Pałac Nogalin,yes,9,08-420,,miastkowkoscielny.e-mapa.net,0680934,,Miastków Kościelny,,,Garwolińska,,,hotel,,,,,,,http://www.nogalin.pl,,,05350,,,,,,,+48 509 866 882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Pałac-Nogalin-161443953909975/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,way/909024983,POINT (20.18012939038572 52.0772832),20.18012939038572,52.0772832,manor,,office,43A,99-417,,EMUiA (bolimow.e-mapa.net),,Kolonia Bolimowska-Wieś,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,way/909374818,POINT (20.444904535107256 50.70625825),20.444904535107256,50.70625825,castle,Zamek Rycerski w Sobkowie,,,,fortification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,way/909923788,POINT (18.078513333198867 52.9114813),18.078513333198867,52.9114813,manor,,yes,71,88-180,,zlotnikikujawskie.e-mapa.net,0100345,Lisewo Kościelne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,way/910830288,POINT (18.537148318298314 53.17254285),18.537148318298314,53.17254285,castle,,yes,,,palace,,,,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,way/911265386,POINT (20.926195897802174 51.476391899999996),20.926195897802174,51.476391899999996,manor,Dworek Zameczek,yes,3,26-650,,gugik.gov.pl,0634294,,Zameczek-Kolonia,Q9386495,www.geoportal.gov.pl,Osiedlowa,,pl:Zameczek (województwo mazowieckie),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_N_14_BK.179685&rejestr=rejestr-zabytkow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,way/911421864,POINT (18.74623220154696 54.236934000000005),18.74623220154696,54.236934000000005,castle,Zamek krzyżacki,yes,50,,,,,,Grabiny-Zameczek,Q30582946,,Rycerska,2,,,nid,667,2,late C14..early C15,,,,,,,,,,,,medieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://mapy.zabytek.gov.pl/nid/,,,,,,,,,,,,,,,,,,,,
2618,way/911754308,POINT (20.477369136238995 51.80824265),20.477369136238995,51.80824265,castle,Pałac w Białej Rawskiej,yes,4,96-230,,EMUiA@iMPA (bialarawska.e-mapa.net),0977019,,Biała Rawska,Q30095516,zamkilodzkie.pl,Wojska Polskiego,,pl:Pałac w Białej Rawskiej,attraction,,,2,,http://www.zamkilodzkie.pl/pliki/biala_raw.htm,Pałac w Białej Rawskiej wzniesiony w XIX wieku,,,,,,EGiB,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,way/911967904,POINT (18.525666073431886 53.117721599999996),18.525666073431886,53.117721599999996,manor,Dwór w Pigży,yes,,,,,,,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,way/912414364,POINT (20.16256733558891 52.1670469),20.16256733558891,52.1670469,manor,Dwór w Zakrzewie,yes,30,96-513,,nowasucha.e-mapa.net,0734110,Zakrzew,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,way/913398173,POINT (17.40274495 54.63019145),17.40274495,54.63019145,manor,Dwór Ciemino,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,way/913827646,POINT (18.09122764514808 53.2126501),18.09122764514808,53.2126501,manor,Zespół dworsko-parkowy w Żołędowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,way/914163302,POINT (17.884056899495967 52.7701297),17.884056899495967,52.7701297,castle,,detached,,,palace,,,,,Q30039422,www.geoportal.gov.pl,,,pl:Pałac w Obudnie,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,way/914169169,POINT (17.72917656551451 52.761847149999994),17.72917656551451,52.761847149999994,manor,,detached,,,,,,,,Q30039414,www.geoportal.gov.pl,,,pl:Dwór w Marcinkowie Górnym,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,way/914169491,POINT (17.711086299999998 52.75063025),17.711086299999998,52.75063025,manor,,office,,,,,,,,,www.geoportal.gov.pl,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,way/914355594,POINT (20.281807399999998 52.2538544),20.281807399999998,52.2538544,manor,Dwór w Chodakowie,yes,3,96-500,,msochaczew.e-mapa.net,0977120,,Sochaczew,,www.geoportal.gov.pl,Hotelowa,,,,,,1,,,,,,,06749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,way/914364649,POINT (20.676596203532895 52.983864249999996),20.676596203532895,52.983864249999996,castle,Pałac w Koziczynie,yes,9,06-461,stately,emuia.gugik.gov.pl,0124601,Koziczyn,,,,,,,,,,,,,,,,,,,,EGiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,way/914486017,POINT (17.275153953723084 52.30281625),17.275153953723084,52.30281625,manor,Dwór,detached,6,63-011,,EMUiA (emuia.gugik.gov.pl),0597073,Pławce,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,way/914486077,POINT (17.28877267895201 52.30206535),17.28877267895201,52.30206535,manor,Dwór,detached,1,63-011,,EMUiA (emuia.gugik.gov.pl),0597222,Zdziechowice,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,way/914509612,POINT (17.3154794 52.28722845),17.3154794,52.28722845,manor,Dwór,yes,4,63-012,,dominowo.punktyadresowe.pl,0582485,Bagrowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,way/914509808,POINT (17.350634158674563 52.3059537),17.350634158674563,52.3059537,manor,Dwór,,3,63-012,,dominowo.punktyadresowe.pl,0582522,Chłapowo,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,way/915088864,POINT (20.08754318807246 52.29049375),20.08754318807246,52.29049375,manor,,yes,37,96-521,,ilow.e-mapa.net,0566180,Giżyce,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,way/918025124,POINT (17.41120966762293 52.26826),17.41120966762293,52.26826,manor,Dwór,detached,1,63-014,,dominowo.punktyadresowe.pl,0582634,Kopaszyce,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,way/918750531,POINT (15.972025122945322 52.207247949999996),15.972025122945322,52.207247949999996,castle,Pałac Zakrzewo,office,,,palace,,,,,,www.geoportal.gov.pl,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
